,test_id,gene_id,gene,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant,Transcript length (including UTRs and CDS),m6a_sites,m6a_ratio,SG_transcripts_per_cell,transcript_per_cell,fraction_molecules_in_SGs
6415,ENST00000393758,ENSG00000067840.12,PDZD4,SG,TOT,OK,5.33362,3.0442299999999998,0.8090390000000001,-1.33822,0.02055,0.115595,no,3763.0,2.0,,0.48977226813590446,2.3820266040688574,0.2056115860751934
6416,ENST00000393784,ENSG00000113719.15,ERGIC1,SG,TOT,OK,37.8487,46.571999999999996,-0.299216,1.4060700000000002,0.0135,0.081871,no,2903.0,0.0,0.130846792,3.4755463728191,36.44131455399061,0.09537379250328117
6417,ENST00000393792,ENSG00000168246.5,UBTD2,SG,TOT,OK,25.3306,13.4819,0.909855,-4.28977,5e-05,0.000542289,yes,2988.0,2.0,0.683359741,2.3260422405876953,10.54921752738654,0.2204942911215092
6418,ENST00000393812,ENSG00000157593.18,SLC35B2,SG,TOT,OK,18.2981,23.7105,-0.373832,1.26704,0.032,0.165519,no,2022.0,0.0,0.377166636,1.6802662993572086,18.552816901408452,0.090566640542313
6419,ENST00000393818,ENSG00000068120.14,COASY,SG,TOT,OK,21.9631,19.447,0.175536,-0.456678,0.41395,0.6477069999999999,no,2479.0,0.0,0.22201288,2.0168135904499542,15.21674491392801,0.13253909438962522
6420,ENST00000393868,ENSG00000163541.11,SUCLG1,SG,TOT,OK,14.3475,33.3376,-1.21636,5.4515,5e-05,0.000542289,yes,1270.0,1.0,0.072495758,1.3174931129476584,26.085758998435058,0.05050622115410549
6421,ENST00000393877,ENSG00000172663.8,TMEM134,SG,TOT,OK,0.28309,1.3696,-2.27442,1.4074799999999998,0.0814,0.331462,no,823.0,0.0,0.079042547,0.025995408631772268,1.0716744913928011,0.02425681383718236
6422,ENST00000393885,ENSG00000168256.17,NKIRAS2,SG,TOT,OK,11.2984,12.067,-0.0949487,0.128431,0.8311,0.9062540000000001,no,2453.0,1.0,,1.0375022956841138,9.442097026604069,0.10988049505960863
6423,ENST00000393888,ENSG00000173786.16,CNP,SG,TOT,OK,27.7494,27.9774,-0.0118064,0.0299474,0.95775,0.970928,no,2583.0,1.0,,2.5481542699724518,21.89154929577465,0.11639899193723481
6424,ENST00000393924,ENSG00000172354.9,GNB2,SG,TOT,OK,10.4845,36.1921,-1.78742,4.03976,5e-05,0.000542289,yes,1524.0,1.0,0.045742033,0.9627640036730946,28.31932707355243,0.033996711898293126
6425,ENST00000393925,ENSG00000144824.20,PHLDB2,SG,TOT,OK,53.9983,24.1633,1.16009,-3.6355199999999996,5e-05,0.000542289,yes,5543.0,6.0,0.56058982,4.95852157943067,18.907120500782472,0.26225683489061496
6426,ENST00000393928,ENSG00000141696.12,P3H4,SG,TOT,OK,29.4472,18.4794,0.672214,-2.6646400000000003,5e-05,0.000542289,yes,2352.0,2.0,,2.7040587695133147,14.459624413145539,0.18700753852603527
6427,ENST00000393937,ENSG00000115318.11,LOXL3,SG,TOT,OK,1.6545900000000002,1.9548900000000002,-0.240616,0.156023,0.79145,0.8856219999999999,no,2398.0,0.0,0.229255897,0.1519366391184573,1.5296478873239439,0.0993278521008284
6428,ENST00000393946,ENSG00000173227.13,SYT12,SG,TOT,OK,5.18326,3.17422,0.7074590000000001,-2.6667400000000003,5e-05,0.000542289,yes,4534.0,1.0,0.803771828,0.4759651056014692,2.483740219092332,0.19163240259297643
6429,ENST00000393950,ENSG00000106330.11,MOSPD3,SG,TOT,OK,3.4210800000000003,9.11054,-1.41309,4.2083699999999995,5e-05,0.000542289,yes,1154.0,0.0,0.136611926,0.31414876033057854,7.128748043818466,0.04406787256325963
6430,ENST00000393958,ENSG00000173599.13,PC,SG,TOT,OK,3.9111,3.9040800000000004,0.00259335,-0.00505294,0.9938,0.9946719999999999,no,4017.0,2.0,0.281228055,0.3591460055096418,3.054835680751174,0.11756639081200237
6431,ENST00000393965,ENSG00000135637.13,CCDC142,SG,TOT,OK,2.86495,2.56894,0.157336,-0.25386,0.6519,0.8056979999999999,no,4128.0,3.0,0.229141317,0.2630808080808081,2.010125195618153,0.13087782226415282
6432,ENST00000393972,ENSG00000239779.6,WBP1,SG,TOT,OK,0.8729870000000001,3.7532900000000002,-2.10412,1.98482,0.01125,0.0702156,no,1325.0,1.0,0.161272123,0.08016409550045914,2.9368466353677625,0.027295976076878357
6433,ENST00000393975,ENSG00000145861.7,C1QTNF2,SG,TOT,OK,1.5618,1.8645,-0.255579,0.842455,0.1467,0.43098500000000006,no,2385.0,0.0,0.481756459,0.14341597796143252,1.4589201877934272,0.09830282640638818
6434,ENST00000394048,ENSG00000139641.12,ESYT1,SG,TOT,OK,57.4538,36.815,0.642109,-1.87657,0.0011,0.00928287,yes,4180.0,3.0,0.113106733,5.275831037649219,28.80672926447574,0.18314578476478888
6435,ENST00000394067,ENSG00000174996.11,KLC2,SG,TOT,OK,21.0303,15.8293,0.409869,-1.55437,0.00755,0.050046,no,2953.0,0.0,0.195352779,1.9311570247933885,12.385993740219092,0.15591458104186226
6436,ENST00000394089,ENSG00000131759.17,RARA,SG,TOT,OK,15.6148,12.9343,0.27170900000000003,-0.574576,0.31065,0.566517,no,2024.0,1.0,0.555468395,1.4338659320477503,10.12073552425665,0.14167605986849113
6437,ENST00000394094,ENSG00000138468.15,SENP7,SG,TOT,OK,1.18728,1.04336,0.186421,-0.330838,0.5576,0.746345,no,4703.0,0.0,0.188819492,0.10902479338842974,0.8164006259780908,0.13354325060421446
6438,ENST00000394106,ENSG00000183723.12,CMTM4,SG,TOT,OK,7.65678,4.45723,0.78059,-1.25009,0.0339,0.173017,no,8153.0,3.0,0.088480513,0.7031019283746557,3.487660406885759,0.20159701529039561
6439,ENST00000394128,ENSG00000008838.19,MED24,SG,TOT,OK,4.88563,6.02741,-0.30299299999999996,0.43583900000000003,0.40125,0.637822,no,3480.0,0.0,0.167628241,0.44863452708907253,4.716283255086072,0.09512459341903648
6440,ENST00000394144,ENSG00000036054.12,TBC1D23,SG,TOT,OK,14.1485,13.9893,0.0163262,-0.0575078,0.9173,0.9499280000000001,no,3697.0,4.0,0.129959682,1.2992194674012856,10.9462441314554,0.11869089084792254
6441,ENST00000394152,ENSG00000197037.10,ZSCAN25,SG,TOT,OK,6.41249,3.04503,1.07443,-2.87196,5e-05,0.000542289,yes,4352.0,2.0,0.667120542,0.588842056932966,2.3826525821596243,0.24713718707544116
6442,ENST00000394186,ENSG00000241468.7,ATP5MF,SG,TOT,OK,23.5184,88.7558,-1.91605,1.12107,0.05655,0.25557399999999997,no,305.0,0.0,,2.1596326905417813,69.4489827856025,0.031096678510163806
6443,ENST00000394196,ENSG00000173575.20,CHD2,SG,TOT,OK,12.3795,3.00029,2.04478,-6.82503,5e-05,0.000542289,yes,9350.0,4.0,0.675410939,1.136776859504132,2.34764475743349,0.484220134202454
6444,ENST00000394198,ENSG00000170854.17,RIOX2,SG,TOT,OK,11.7635,14.2293,-0.274548,0.456725,0.3845,0.62556,no,4854.0,0.0,,1.0802112029384756,11.134037558685446,0.097018821541142
6445,ENST00000394215,ENSG00000119522.16,DENND1A,SG,TOT,OK,2.7075,2.55537,0.08343289999999999,-0.106976,0.84965,0.915856,no,1380.0,2.0,0.272953603,0.24862258953168043,1.999507042253521,0.1243419424277062
6446,ENST00000394222,ENSG00000169379.15,ARL13B,SG,TOT,OK,9.5436,6.44457,0.566448,-1.12929,0.05015,0.233492,no,3971.0,0.0,0.614157424,0.8763636363636362,5.0426995305164315,0.17378858904049876
6447,ENST00000394226,ENSG00000145908.12,ZNF300,SG,TOT,OK,1.04605,1.40816,-0.428864,1.16364,0.0419,0.203841,no,3256.0,0.0,0.751728473,0.09605601469237832,1.101846635367762,0.08717730000629154
6448,ENST00000394231,ENSG00000141741.11,MIEN1,SG,TOT,OK,5.55384,23.419,-2.07612,2.02936,0.0062,0.042307,yes,1397.0,1.0,0.240387341,0.5099944903581267,18.32472613458529,0.027830947464780133
6449,ENST00000394249,ENSG00000198901.13,PRC1,SG,TOT,OK,36.5163,30.1021,0.278677,-0.846715,0.1409,0.424047,no,3072.0,1.0,0.24438178,3.353195592286501,23.554068857589986,0.14236162815691092
6450,ENST00000394264,ENSG00000187866.8,FAM122A,SG,TOT,OK,2.2130799999999997,2.3584099999999997,-0.09176319999999999,0.362188,0.5293,0.727223,no,5502.0,1.0,0.682318449,0.20322130394857663,1.845391236306729,0.11012369623868663
6451,ENST00000394272,ENSG00000184508.11,HDDC3,SG,TOT,OK,0.958369,1.9256900000000001,-1.00672,0.680231,0.2403,0.511358,no,1856.0,0.0,0.5450247,0.08800449954086317,1.5067996870109548,0.05840490962367937
6452,ENST00000394308,ENSG00000070669.16,ASNS,SG,TOT,OK,12.2848,25.211,-1.0371700000000001,2.7808,5e-05,0.000542289,yes,2385.0,3.0,0.113823335,1.128080808080808,19.726917057902973,0.05718485076860389
6453,ENST00000394329,ENSG00000196159.11,FAT4,SG,TOT,OK,6.58781,1.32158,2.31753,-10.6129,5e-05,0.000542289,yes,17151.0,0.0,0.734203187,0.604941230486685,1.0341001564945227,0.584992881673439
6454,ENST00000394332,ENSG00000125691.12,RPL23,SG,TOT,OK,86.0541,301.286,-1.80782,6.465269999999999,5e-05,0.000542289,yes,625.0,0.0,0.054629159,7.902121212121212,235.74804381846636,0.033519350082947465
6455,ENST00000394334,ENSG00000134602.15,STK26,SG,TOT,OK,4.1012900000000005,3.7657,0.12316099999999999,-0.31209899999999996,0.58545,0.764796,no,3251.0,2.0,,0.3766106519742884,2.946557120500782,0.12781379643177646
6456,ENST00000394349,ENSG00000135390.18,ATP5MC2,SG,TOT,OK,12.798,65.1479,-2.34781,6.769769999999999,5e-05,0.000542289,yes,632.0,0.0,,1.175206611570248,50.976447574334905,0.02305391347360048
6457,ENST00000394353,ENSG00000148180.19,GSN,SG,TOT,OK,0.653506,4.89016,-2.90361,2.19093,0.00705,0.04716769999999999,yes,2311.0,0.0,0.082381804,0.06000973370064279,3.82641627543036,0.015683012349170883
6458,ENST00000394412,ENSG00000166813.14,KIF7,SG,TOT,OK,15.5626,8.425410000000001,0.885266,-2.3675900000000003,0.0002,0.0019799,yes,4567.0,2.0,0.728620623,1.429072543617998,6.592652582159626,0.2167674582891279
6459,ENST00000394417,ENSG00000169764.15,UGP2,SG,TOT,OK,23.2058,36.3843,-0.648835,2.71919,5e-05,0.000542289,yes,2105.0,0.0,0.164139224,2.1309274563820018,28.469718309859157,0.07484891255998323
6460,ENST00000394420,ENSG00000159579.13,RSPRY1,SG,TOT,OK,17.8913,6.09941,1.5525200000000001,-4.93229,5e-05,0.000542289,yes,3503.0,2.0,0.481222953,1.642910927456382,4.772621283255086,0.34423660080061125
6461,ENST00000394421,ENSG00000113649.11,TCERG1,SG,TOT,OK,23.5544,15.4441,0.6089439999999999,-2.03159,0.0005,0.00457171,yes,3632.0,1.0,0.506747489,2.1629384756657486,12.084585289514868,0.17898326039722784
6462,ENST00000394422,ENSG00000156697.12,UTP14A,SG,TOT,OK,6.504980000000001,9.69405,-0.575555,2.2961099999999997,5e-05,0.000542289,yes,2507.0,0.0,0.538348121,0.5973351698806244,7.585328638497653,0.07874875280274374
6463,ENST00000394427,ENSG00000186867.10,QRFPR,SG,TOT,OK,1.31661,2.3919599999999996,-0.861358,1.62599,0.0045,0.03208540000000001,yes,2339.0,1.0,0.121094323,0.12090082644628099,1.8716431924882626,0.06459608697400757
6464,ENST00000394440,ENSG00000115484.14,CCT4,SG,TOT,OK,60.4877,110.09200000000001,-0.863991,3.35282,5e-05,0.000542289,yes,2376.0,1.0,0.036490334,5.554426078971533,86.14397496087638,0.0644784046881301
6465,ENST00000394449,ENSG00000054611.13,TBC1D22A,SG,TOT,OK,5.2098,6.04256,-0.213932,0.37889,0.49915,0.7076180000000001,no,2048.0,3.0,0.205792962,0.4784022038567493,4.728137715179969,0.10118195210786911
6466,ENST00000394450,ENSG00000186314.11,PRELID2,SG,TOT,OK,0.9238280000000001,2.9344099999999997,-1.6673799999999999,2.25541,0.00255,0.019563499999999998,yes,1102.0,0.0,0.256669989,0.08483269054178146,2.2960954616588416,0.03694649981168164
6467,ENST00000394456,ENSG00000125651.13,GTF2F1,SG,TOT,OK,16.6611,20.2331,-0.28023000000000003,1.04487,0.068,0.291865,no,2432.0,2.0,0.532810347,1.5299449035812673,15.831846635367762,0.09663717308651959
6468,ENST00000394464,ENSG00000113580.14,NR3C1,SG,TOT,OK,20.7306,6.87224,1.59291,-5.47952,5e-05,0.000542289,yes,6778.0,4.0,0.397101073,1.9036363636363633,5.3773395931142405,0.3540108134650816
6469,ENST00000394479,ENSG00000162924.14,REL,SG,TOT,OK,9.22691,3.78407,1.28591,-3.0927,5e-05,0.000542289,yes,11108.0,0.0,0.529263179,0.8472828282828283,2.9609311424100153,0.28615418175283613
6470,ENST00000394485,ENSG00000187193.8,MT1X,SG,TOT,OK,47.3718,117.62299999999999,-1.31207,2.78747,5e-05,0.000542289,yes,404.0,1.0,0.074118907,4.350027548209366,92.03677621283254,0.04726401474721415
6471,ENST00000394536,ENSG00000156453.13,PCDH1,SG,TOT,OK,1.05308,1.03157,0.0297764,-0.055474300000000004,0.91085,0.946419,no,3827.0,0.0,0.794652816,0.09670156106519742,0.8071752738654148,0.11980243225503097
6472,ENST00000394552,ENSG00000101898.6,MCTS2P,SG,TOT,OK,10.4448,6.09249,0.7776850000000001,-0.708067,0.20545,0.48724300000000004,no,670.0,0.0,,0.9591184573002755,4.767206572769953,0.20119087408100006
6473,ENST00000394553,ENSG00000073417.14,PDE8A,SG,TOT,OK,5.62552,4.83585,0.218217,-0.496676,0.3725,0.6159680000000001,no,4036.0,1.0,0.479125775,0.516576675849403,3.7839201877934268,0.13651891430369784
6474,ENST00000394589,ENSG00000185379.20,RAD51D,SG,TOT,OK,2.78309,2.8292599999999997,-0.0237408,0.0171161,0.975,0.981591,no,2287.0,1.0,0.296621656,0.2555638200183655,2.2138184663536773,0.11544027837083588
6475,ENST00000394597,ENSG00000092871.16,RFFL,SG,TOT,OK,8.86231,6.699260000000001,0.403681,-0.7054590000000001,0.2216,0.49903400000000003,no,7210.0,3.0,0.409426206,0.8138025711662076,5.241987480438185,0.1552469505513166
6476,ENST00000394631,ENSG00000109534.16,GAR1,SG,TOT,OK,2.1515,7.29718,-1.7619999999999998,2.41811,0.0006,0.00539248,yes,1011.0,0.0,0.471306615,0.1975665748393021,5.709843505477308,0.03460104898668089
6477,ENST00000394642,ENSG00000006042.11,TMEM98,SG,TOT,OK,8.45319,11.3307,-0.422675,1.37595,0.01645,0.0964237,no,1683.0,1.0,0.059504279,0.7762341597796142,8.865962441314554,0.08755215972520206
6478,ENST00000394650,ENSG00000005059.15,MCUB,SG,TOT,OK,2.5808299999999997,4.40987,-0.772903,2.00889,0.00025,0.00243196,yes,2230.0,1.0,,0.2369908172635445,3.450602503912363,0.06868099614338062
6479,ENST00000394657,ENSG00000166971.16,AKTIP,SG,TOT,OK,0.403419,1.90576,-2.24001,1.3563100000000001,0.15675,0.440633,no,2384.0,2.0,0.402531759,0.03704490358126722,1.491205007824726,0.024842260713237505
6480,ENST00000394667,ENSG00000109475.16,RPL34,SG,TOT,OK,21.1171,81.0841,-1.9409999999999998,5.83493,5e-05,0.000542289,yes,546.0,0.0,0.036431211,1.939127640036731,63.44608763693271,0.03056339188530109
6481,ENST00000394671,ENSG00000113119.12,TMCO6,SG,TOT,OK,1.15097,2.2807,-0.986618,0.9571,0.1083,0.390639,no,1865.0,1.0,0.134644333,0.10569054178145088,1.7845852895148668,0.05922414714635604
6482,ENST00000394673,ENSG00000010244.18,ZNF207,SG,TOT,OK,25.8591,60.4474,-1.22501,3.77429,5e-05,0.000542289,yes,2124.0,2.0,0.180367508,2.374573002754821,47.29843505477309,0.0502040500918263
6483,ENST00000394689,ENSG00000166164.15,BRD7,SG,TOT,OK,10.2339,3.2906,1.63694,-1.93298,0.002,0.0157594,yes,2145.0,2.0,0.23019283,0.9397520661157025,2.5748043818466355,0.36497998556368677
6484,ENST00000394705,ENSG00000119737.5,GPR75,SG,TOT,OK,8.454130000000001,2.6438200000000003,1.67703,-2.25506,0.00165,0.013293700000000002,yes,2094.0,0.0,0.783078096,0.7763204775022957,2.068716744913928,0.3752666861767949
6485,ENST00000394708,ENSG00000145348.16,TBCK,SG,TOT,OK,1.90166,2.2840599999999998,-0.264343,0.380778,0.4993,0.707716,no,7961.0,1.0,0.245036559,0.17462442607897152,1.7872143974960875,0.09770759810553384
6486,ENST00000394715,ENSG00000089775.11,ZBTB25,SG,TOT,OK,3.90427,2.2762599999999997,0.778389,-0.42815200000000003,0.45875,0.680847,no,2094.0,0.0,0.453741827,0.35851882460973367,1.7811111111111109,0.20128942117826595
6487,ENST00000394718,ENSG00000179841.8,AKAP5,SG,TOT,OK,1.80791,1.6225100000000001,0.156096,-0.13012,0.8161,0.8986040000000001,no,6487.0,0.0,0.620509394,0.16601561065197426,1.269569640062598,0.1307652651837111
6488,ENST00000394723,ENSG00000131503.20,ANKHD1,SG,TOT,OK,8.72912,9.92095,-0.184642,0.260893,0.59955,0.7737470000000001,no,2135.0,3.0,0.570308221,0.8015720844811753,7.762871674491392,0.10325716024845828
6489,ENST00000394725,ENSG00000196470.11,SIAH1,SG,TOT,OK,16.689,15.2494,0.130147,-0.297419,0.6034,0.775908,no,2110.0,0.0,0.681672765,1.5325068870523415,11.932237871674491,0.12843415489480847
6490,ENST00000394738,ENSG00000163933.9,RFT1,SG,TOT,OK,6.5883199999999995,10.4254,-0.6621130000000001,0.993893,0.08605,0.344289,no,1800.0,1.0,0.224571045,0.6049880624426078,8.157589984350547,0.07416259748322873
6491,ENST00000394744,ENSG00000131242.17,RAB11FIP4,SG,TOT,OK,4.7601,1.723,1.46607,-3.5448199999999996,5e-05,0.000542289,yes,1968.0,2.0,0.311759801,0.43710743801652896,1.3482003129890454,0.3242154995850981
6492,ENST00000394745,ENSG00000058335.15,RASGRF1,SG,TOT,OK,9.40088,6.6764399999999995,0.493716,-1.4855399999999999,0.01105,0.0691659,no,2850.0,2.0,0.43493766,0.8632580348943986,5.2241314553990605,0.16524431712035778
6493,ENST00000394752,ENSG00000163935.13,SFMBT1,SG,TOT,OK,19.1247,8.12098,1.23571,-4.03193,5e-05,0.000542289,yes,4553.0,3.0,0.602432165,1.7561707988980717,6.354444444444444,0.27636889648684465
6494,ENST00000394773,ENSG00000149499.11,EML3,SG,TOT,OK,3.12164,4.61755,-0.564826,0.852798,0.14915,0.433478,no,3266.0,1.0,0.218046654,0.28665197428833794,3.61310641627543,0.07933670954088119
6495,ENST00000394777,ENSG00000165181.16,C9orf84,SG,TOT,OK,0.811793,1.1285,-0.47522200000000003,0.542596,0.36525,0.6105550000000001,no,4955.0,0.0,,0.07454481175390265,0.88302034428795,0.08442026532697172
6496,ENST00000394785,ENSG00000164038.14,SLC9B2,SG,TOT,OK,1.5650700000000002,3.26642,-1.06148,2.9483599999999996,5e-05,0.000542289,yes,6351.0,1.0,0.191022027,0.14371625344352618,2.555884194053208,0.05622956383466501
6497,ENST00000394802,ENSG00000169684.13,CHRNA5,SG,TOT,OK,5.39928,5.62274,-0.0585077,0.0894063,0.87625,0.9287120000000001,no,705.0,0.0,0.360707083,0.49580165289256195,4.399640062597809,0.11269141244245584
6498,ENST00000394807,ENSG00000185670.7,ZBTB3,SG,TOT,OK,2.59651,2.09746,0.30792800000000004,-1.12925,0.0473,0.22360500000000003,no,2950.0,0.0,0.726236547,0.23843067033976123,1.641205007824726,0.14527781063487022
6499,ENST00000394815,ENSG00000167767.13,KRT80,SG,TOT,OK,42.7087,48.1193,-0.172084,0.625927,0.27865,0.538756,no,3873.0,1.0,0.435957955,3.921827364554637,37.65203442879499,0.10415977314509617
6500,ENST00000394817,ENSG00000120725.12,SIL1,SG,TOT,OK,8.2068,9.52102,-0.214297,0.201525,0.72475,0.8492270000000001,no,1889.0,1.0,0.604340016,0.7536088154269972,7.4499374021909235,0.10115639565043476
6501,ENST00000394825,ENSG00000123358.19,NR4A1,SG,TOT,OK,8.14392,5.59836,0.540721,-1.3643,0.0163,0.0956977,no,2485.0,2.0,0.362402618,0.7478347107438016,4.38056338028169,0.17071655990871942
6502,ENST00000394836,ENSG00000167994.11,RAB3IL1,SG,TOT,OK,6.29213,7.30543,-0.215419,0.8726379999999999,0.12825,0.409038,no,2325.0,0.0,0.861722381,0.5777897153351699,5.716298904538341,0.10107758971044101
6503,ENST00000394853,ENSG00000138814.16,PPP3CA,SG,TOT,OK,25.8988,13.5458,0.935033,-2.8116,5e-05,0.000542289,yes,3604.0,4.0,0.253951659,2.37821854912764,10.599217527386541,0.2243768035690121
6504,ENST00000394857,ENSG00000188372.14,ZP3,SG,TOT,OK,0.382743,1.00483,-1.3925100000000001,0.750514,0.24685,0.5148520000000001,no,1303.0,0.0,,0.035146280991735536,0.7862519561815335,0.044701041079026324
6505,ENST00000394859,ENSG00000198720.12,ANKRD13B,SG,TOT,OK,7.6194,4.87582,0.6440319999999999,-0.797309,0.1632,0.44681000000000004,no,3550.0,2.0,0.619623478,0.6996694214876032,3.8151956181533646,0.1833901827100174
6506,ENST00000394861,ENSG00000171150.8,SOCS5,SG,TOT,OK,29.930999999999997,13.3372,1.16619,-5.139530000000001,5e-05,0.000542289,yes,4766.0,5.0,0.656838659,2.748484848484848,10.435993740219091,0.26336589661725374
6507,ENST00000394863,ENSG00000140682.18,TGFB1I1,SG,TOT,OK,9.33943,7.0098,0.41396099999999997,-1.0233299999999999,0.07965,0.326573,no,1805.0,2.0,0.166158587,0.857615243342516,5.484976525821597,0.15635714014547283
6508,ENST00000394876,ENSG00000145331.13,TRMT10A,SG,TOT,OK,1.86641,2.2126200000000003,-0.245488,0.444457,0.446,0.671365,no,3547.0,0.0,0.332632176,0.17138751147842055,1.7313145539906105,0.09899270533097479
6509,ENST00000394886,ENSG00000094880.10,CDC23,SG,TOT,OK,13.709000000000001,12.4442,0.139652,-0.286898,0.613,0.781778,no,3133.0,1.0,0.072588053,1.2588613406795226,9.737245696400626,0.12928310324395542
6510,ENST00000394894,ENSG00000112984.11,KIF20A,SG,TOT,OK,22.7763,17.0322,0.41926599999999997,-1.0025,0.0824,0.33395,no,3095.0,2.0,0.304759295,2.0914876033057848,13.327230046948356,0.15693340596193053
6511,ENST00000394903,ENSG00000148719.14,DNAJB12,SG,TOT,OK,28.343000000000004,15.7644,0.8463209999999999,-3.27219,5e-05,0.000542289,yes,3198.0,2.0,0.413194514,2.6026629935720846,12.335211267605633,0.21099460212790366
6512,ENST00000394908,ENSG00000132589.15,FLOT2,SG,TOT,OK,18.4975,18.7284,-0.0178909,0.0775328,0.89485,0.937945,no,2668.0,0.0,0.0644785,1.698576675849403,14.654460093896715,0.11590851283267854
6513,ENST00000394909,ENSG00000170631.14,ZNF16,SG,TOT,OK,13.4107,9.20936,0.542215,-2.18562,5e-05,0.000542289,yes,2522.0,0.0,0.807684036,1.2314692378328742,7.206071987480438,0.1708932744458261
6514,ENST00000394931,ENSG00000138696.10,BMPR1B,SG,TOT,OK,0.0,1.52102,-inf,,0.10075,0.378603,no,1922.0,0.0,0.282246637,0.0,1.1901564945226917,0.0
6515,ENST00000394935,ENSG00000198242.13,RPL23A,SG,TOT,OK,0.0,17.3409,-inf,,0.1197,0.402067,no,580.0,0.0,0.024955426,0.0,13.568779342723005,0.0
6516,ENST00000394936,ENSG00000197746.13,PSAP,SG,TOT,OK,128.378,149.30100000000002,-0.217829,1.00596,0.07645,0.317419,no,2748.0,0.0,0.069377956,11.788613406795223,116.82394366197184,0.10090922320603542
6517,ENST00000394949,ENSG00000169375.15,SIN3A,SG,TOT,OK,15.829,16.0429,-0.0193688,0.0406275,0.93645,0.959134,no,4930.0,4.0,0.701485176,1.4535353535353535,12.553129890453834,0.11579067262266683
6518,ENST00000394950,ENSG00000103507.13,BCKDK,SG,TOT,OK,5.2985,8.8552,-0.7409399999999999,1.96071,0.001,0.00852377,yes,1997.0,0.0,0.170731347,0.4865472910927456,6.928951486697965,0.07021946856271218
6519,ENST00000394975,ENSG00000167397.14,VKORC1,SG,TOT,OK,8.044260000000001,23.217,-1.52915,2.1226,0.00285,0.0215373,yes,840.0,1.0,0.165652565,0.7386831955922866,18.166666666666664,0.04066146030783229
6520,ENST00000394987,ENSG00000167173.18,C15orf39,SG,TOT,OK,23.6638,9.14718,1.3712799999999998,-5.2639,5e-05,0.000542289,yes,4425.0,0.0,0.846412021,2.1729843893480254,7.1574178403755875,0.30359892880502803
